sensor_id,sensor_type,location,lat,lon,altitude,date,PM10,PM2.5
20966,SDS011,10642,50.682,18.51,,2025-12-19,2.0,2.0
20970,SDS011,88072,48.834,10.088,,2025-12-19,5.0,2.0
20972,SDS011,10645,52.37,13.314,,2025-12-19,1.0,1.0
20986,SDS011,10652,50.306,8.57,,2025-12-19,1.0,1.0
20997,SDS011,10657,51.276,6.39,,2025-12-19,1.0,1.0
21000,SDS011,10658,50.92,12.238,,2025-12-19,1.0,1.0
21012,SDS011,10664,53.582,9.712,,2025-12-19,1.0,2.0
21018,SDS011,10667,51.056,3.732,,2025-12-19,1.0,1.0
21032,SDS011,10675,47.976,7.824,,2025-12-19,1.0,1.0
21038,SDS011,10678,51.002,4.786,,2025-12-19,1.0,1.0
21046,SDS011,10682,50.874,3.656,,2025-12-19,1.0,1.0
21091,SDS011,10704,42.678,23.288,,2025-12-19,9.0,6.0
21095,SDS011,10706,49.036,12.112,,2025-12-19,1.0,1.0
21103,SDS011,10710,53.398,-1.514,,2025-12-19,1.0,1.0
21107,SDS011,10712,52.944,9.098,,2025-12-19,1.0,1.0
21114,SDS011,10715,48.546,9.896,,2025-12-19,2.0,1.0
21120,SDS011,12519,43.318,21.898,,2025-12-19,8.0,10.0
21122,SDS011,10719,48.13,11.63,,2025-12-19,1.0,1.0
21128,SDS011,10722,51.91,8.352,,2025-12-19,2.0,1.0
21138,SDS011,10727,43.6,1.444,,2025-12-19,1.0,1.0
21148,SDS011,10732,51.472,6.466,,2025-12-19,1.0,1.0
21152,SDS011,10734,44.792,20.482,,2025-12-19,10.0,8.0
21158,SDS011,10737,45.436,4.39,,2025-12-19,2.0,3.0
21162,SDS011,10739,52.198,20.908,,2025-12-19,10.0,3.0
21168,SDS011,10742,51.816,8.662,,2025-12-19,1.0,1.0
21170,SDS011,10743,52.16,20.91,,2025-12-19,3.0,2.0
21181,SDS011,10749,46.296,7.524,,2025-12-19,1.0,1.0
21202,SDS011,10759,51.982,9.232,,2025-12-19,1.0,1.0
21206,SDS011,10761,48.532,8.026,,2025-12-19,1.0,1.0
21233,SDS011,10774,42.178,26.578,,2025-12-19,9.0,9.0
21235,SDS011,10775,42.678,26.324,,2025-12-19,2.0,2.0
21239,SDS011,10778,48.962,9.018,,2025-12-19,1.0,1.0
21245,SDS011,10781,50.928,4.44,,2025-12-19,1.0,1.0
21251,SDS011,10784,50.578,17.878,,2025-12-19,3.0,2.0
21254,SDS011,10785,50.674,17.954,,2025-12-19,1.0,1.0
21258,SDS011,10787,53.364,-1.48,,2025-12-19,1.0,1.0
21260,SDS011,10788,47.93,9.766,,2025-12-19,1.0,1.0
21266,SDS011,10791,53.108,18.326,,2025-12-19,2.0,2.0
21270,SDS011,10795,50.796,3.86,,2025-12-19,1.0,1.0
21281,SDS011,10800,53.096,18.328,,2025-12-19,5.0,3.0
21289,SDS011,10804,48.988,2.408,,2025-12-19,1.0,1.0
21297,SDS011,10808,48.01,11.326,,2025-12-19,1.0,1.0
21299,SDS011,10809,49.476,11.016,,2025-12-19,1.0,1.0
21315,SDS011,10817,55.82,13.03,,2025-12-19,2.0,1.0
21330,SDS011,10824,51.632,4.95,,2025-12-19,1.0,1.0
21334,SDS011,69435,52.67,13.544,,2025-12-19,1.0,1.0
21337,SDS011,72379,50.88,4.35,,2025-12-19,1.0,1.0
21352,SDS011,10834,52.268,6.77,,2025-12-19,1.0,1.0
21392,SDS011,10857,52.228,21.026,,2025-12-19,5.0,3.0
21394,SDS011,10858,42.714,23.18,,2025-12-19,1.0,2.0
21404,SDS011,10863,49.462,11.094,,2025-12-19,1.0,1.0
21412,SDS011,10867,45.084,5.732,,2025-12-19,1.0,1.0
21416,SDS011,10869,52.238,10.716,,2025-12-19,1.0,1.0
21424,SDS011,10873,51.132,16.848,,2025-12-19,10.0,10.0
21426,SDS011,10874,49.452,11.05,,2025-12-19,1.0,1.0
21430,SDS011,10876,49.038,10.608,,2025-12-19,1.0,1.0
21438,SDS011,10880,50.302,18.736,,2025-12-19,3.0,2.0
21448,SDS011,10885,52.83,13.788,,2025-12-19,1.0,1.0
21458,SDS011,10891,49.35,19.386,,2025-12-19,10.0,5.0
21480,SDS011,10902,48.158,8.634,,2025-12-19,1.0,1.0
21488,SDS011,10906,45.194,5.684,,2025-12-19,1.0,1.0
21501,SDS011,27639,48.674,9.242,,2025-12-19,2.0,2.0
21503,SDS011,10913,51.992,9.228,,2025-12-19,1.0,1.0
21505,SDS011,10914,48.886,9.394,,2025-12-19,3.0,4.0
21507,SDS011,10915,54.352,9.074,,2025-12-19,1.0,1.0
21513,SDS011,10918,48.102,11.636,,2025-12-19,1.0,1.0
21519,SDS011,10921,53.614,9.882,,2025-12-19,2.0,2.0
21546,SDS011,41275,51.912,4.388,,2025-12-19,1.0,1.0
21558,SDS011,10940,48.89,8.24,,2025-12-19,1.0,1.0
21562,SDS011,10942,47.894,11.424,,2025-12-19,1.0,1.0
21564,SDS011,10943,48.737539,9.319608,,2025-12-19,2.0,2.0
21579,SDS011,10951,59.656,9.666,,2025-12-19,1.0,1.0
21581,SDS011,10952,50.836,4.348,,2025-12-19,1.0,1.0
21587,SDS011,10956,48.878,13.316,,2025-12-19,1.0,1.0
21591,SDS011,10958,50.892,3.992,,2025-12-19,1.0,1.0
21601,SDS011,10963,50.934,4.668,,2025-12-19,1.0,1.0
21611,SDS011,47005,52.292,13.452,,2025-12-19,1.0,1.0
21624,SDS011,10974,51.034,3.744,,2025-12-19,1.0,1.0
21626,SDS011,10975,47.872,12.972,,2025-12-19,4.0,2.0
21630,SDS011,83172,46.808,11.84,,2025-12-19,1.0,1.0
21639,SDS011,10981,45.462,10.974,,2025-12-19,3.0,2.0
21643,SDS011,10983,51.982,9.226,,2025-12-19,1.0,1.0
21661,SDS011,10992,48.17,8.596,,2025-12-19,1.0,1.0
21671,SDS011,10997,52.242,8.168,,2025-12-19,1.0,1.0
21675,SDS011,10999,51.332,9.458,,2025-12-19,1.0,1.0
21681,SDS011,11002,48.256,10.084,,2025-12-19,1.0,1.0
21697,SDS011,11010,49.548,11.926,,2025-12-19,1.0,1.0
21721,SDS011,11023,48.274,7.794,,2025-12-19,2.0,1.0
21727,SDS011,11026,50.56,17.852,,2025-12-19,3.0,3.0
21729,SDS011,11027,51.03,13.812,,2025-12-19,1.0,1.0
21731,SDS011,11028,51.156,17.13,,2025-12-19,2.0,1.0
21741,SDS011,11033,47.49,11.116,,2025-12-19,1.0,1.0
21758,SDS011,11041,50.854,20.58,,2025-12-19,7.0,4.0
21771,SDS011,87812,47.9,8.15,,2025-12-19,1.0,1.0
21780,SDS011,52576,53.614,9.894,,2025-12-19,1.0,1.0
21798,SDS011,24973,47.178,15.316,,2025-12-19,10.0,10.0
21806,SDS011,11065,50.786,7.84,,2025-12-19,1.0,1.0
21810,SDS011,11067,48.788,9.208,,2025-12-19,1.0,1.0
21816,SDS011,13247,47.504,7.382,,2025-12-19,1.0,1.0
21829,SDS011,11077,50.264,6.798,,2025-12-19,1.0,1.0
21833,SDS011,11079,51.092,3.458,,2025-12-19,1.0,1.0
21835,SDS011,19671,51.04102969,3.71037306,,2025-12-19,1.0,1.0
21837,SDS011,11081,45.946,6.14,,2025-12-19,1.0,1.0
21843,SDS011,11084,52.482,9.108,,2025-12-19,2.0,2.0
21848,SDS011,11089,49.852,19.7,,2025-12-19,2.0,2.0
21860,SDS011,11095,48.066,8.54,,2025-12-19,1.0,1.0
21862,SDS011,11096,51.338,12.524,,2025-12-19,1.0,1.0
21868,SDS011,11099,41.564,23.296,,2025-12-19,1.0,1.0
21886,SDS011,11108,49.988,8.182,,2025-12-19,1.0,1.0
21890,SDS011,11110,52.386,16.94,,2025-12-19,2.0,2.0
21894,SDS011,11112,51.27,7.224,,2025-12-19,1.0,1.0
21899,SDS011,11114,50.658,12.704,,2025-12-19,10.0,10.0
21901,SDS011,11115,46.038,14.612,,2025-12-19,1.0,1.0
21905,SDS011,11117,48.644,9.006,,2025-12-19,1.0,1.0
21917,SDS011,66406,50.36837345,8.68769276,,2025-12-19,1.0,1.0
21927,SDS011,11128,51.096,17.19,,2025-12-19,6.0,3.0
21943,SDS011,11136,48.778,9.126,,2025-12-19,1.0,1.0
21949,SDS011,11139,51.284,7.226,,2025-12-19,1.0,1.0
21959,SDS011,11144,43.03,25.108,,2025-12-19,1.0,1.0
21999,SDS011,11164,48.818,2.322,,2025-12-19,1.0,1.0
22005,SDS011,11167,46.988,15.47,,2025-12-19,1.0,1.0
22015,SDS011,64992,51.698,-0.292,,2025-12-19,2.0,1.0
22017,SDS011,11173,51.05,7.108,,2025-12-19,1.0,1.0
22019,SDS011,51298,53.362,-1.518,,2025-12-19,1.0,1.0
22026,SDS011,11177,50.966,10.07,,2025-12-19,1.0,1.0
22030,SDS011,11179,52.106,21.024,,2025-12-19,9.0,3.0
22034,SDS011,11181,51.002,4.356,,2025-12-19,1.0,1.0
22060,SDS011,11194,48.092,-1.382,,2025-12-19,10.0,10.0
22064,SDS011,11197,53.11,8.468,,2025-12-19,1.0,1.0
22068,SDS011,13887,57.196,-2.1,,2025-12-19,1.0,2.0
22070,SDS011,11200,51.488,6.668,,2025-12-19,1.0,1.0
22107,SDS011,11220,48.812,9.128,,2025-12-19,1.0,1.0
22129,SDS011,11231,50.746,4.272,,2025-12-19,1.0,1.0
22144,SDS011,11238,48.73,11.566,,2025-12-19,1.0,1.0
22160,SDS011,49035,48.812,11.762,,2025-12-19,1.0,1.0
22172,SDS011,11252,50.596,17.648,,2025-12-19,9.0,6.0
22176,SDS011,82524,50.098,8.726,,2025-12-19,2.0,1.0
22180,SDS011,11256,50.83,12.834,,2025-12-19,1.0,1.0
22184,SDS011,11258,52.516,13.318,,2025-12-19,1.0,1.0
22191,SDS011,11261,52.456,10.85,,2025-12-19,1.0,1.0
22201,SDS011,11266,51.522,6.302,,2025-12-19,1.0,1.0
22205,SDS011,11272,50.104,8.754,,2025-12-19,1.0,1.0
22211,SDS011,11275,52.488,13.462,,2025-12-19,1.0,1.0
22219,SDS011,11279,48.364,10.904,,2025-12-19,2.0,1.0
22240,SDS011,11289,52.524,13.694,,2025-12-19,1.0,1.0
22268,SDS011,11303,50.772,19.67,,2025-12-19,10.0,9.0
22270,SDS011,11304,53.52,10.104,,2025-12-19,1.0,1.0
22282,SDS011,11310,51.528,21.204,,2025-12-19,3.0,2.0
22284,SDS011,11311,52.192,20.9,,2025-12-19,10.0,8.0
22287,SDS011,11312,51.464,6.968,,2025-12-19,1.0,1.0
22289,SDS011,11313,50.116,8.424,,2025-12-19,1.0,1.0
22308,SDS011,11322,50.858,-1.778,,2025-12-19,1.0,1.0
22310,SDS011,11323,49.61,11.016,,2025-12-19,1.0,1.0
22318,SDS011,11327,52.334,9.506,,2025-12-19,1.0,1.0
22320,SDS011,11328,53.928,18.522,,2025-12-19,6.0,4.0
22332,SDS011,88496,42.636,24.36,,2025-12-19,6.0,4.0
22336,SDS011,14992,50.844,4.418,,2025-12-19,1.0,1.0
22363,SDS011,11349,53.412,-1.328,,2025-12-19,1.0,1.0
22378,SDS011,11357,49.99,7.37,,2025-12-19,1.0,1.0
22415,SDS011,12204,50.6,4.608,,2025-12-19,1.0,1.0
22425,SDS011,74227,50.82608572,15.78653812,,2025-12-19,10.0,10.0
22429,SDS011,11382,48.086,11.632,,2025-12-19,1.0,1.0
22435,SDS011,11385,50.822,4.324,,2025-12-19,1.0,1.0
22449,SDS011,11392,57.39,-2.468,,2025-12-19,1.0,1.0
22457,SDS011,11396,54.172116,18.54342,,2025-12-19,5.0,3.0
22460,SDS011,11397,48.41,11.468,,2025-12-19,8.0,3.0
22470,SDS011,11402,51.374,6.594,,2025-12-19,1.0,1.0
22476,SDS011,65006,51.698,-0.292,,2025-12-19,1.0,1.0
22490,SDS011,11412,50.802,4.35,,2025-12-19,1.0,1.0
22494,SDS011,23941,47.98755926,1.30937666,,2025-12-19,1.0,1.0
22515,SDS011,11424,48.86,9.624,,2025-12-19,10.0,10.0
22543,SDS011,11438,52.044,8.716,,2025-12-19,1.0,1.0
22549,SDS011,87105,57.13,-2.13,,2025-12-19,1.0,1.0
22557,SDS011,11445,53.816,8.902,,2025-12-19,1.0,1.0
22565,SDS011,11449,51.33,19.378,,2025-12-19,2.0,1.0
22571,SDS011,11452,53.368,14.658,,2025-12-19,1.0,1.0
22585,SDS011,26439,51.20839912,4.42176372,,2025-12-19,1.0,1.0
22593,SDS011,71766,51.19609376,3.82296056,,2025-12-19,1.0,1.0
22603,SDS011,11469,49.024,8.246,,2025-12-19,2.0,2.0
22606,SDS011,11470,20.968,105.834,,2025-12-19,1.0,1.0
22622,SDS011,11478,51.094,7.03,,2025-12-19,1.0,1.0
22628,SDS011,11481,53.694,9.91,,2025-12-19,1.0,1.0
22632,SDS011,11483,55.828,37.488,,2025-12-19,2.0,1.0
22634,SDS011,11484,50.858,4.384,,2025-12-19,1.0,1.0
22644,SDS011,11489,50.834,6.752,,2025-12-19,1.0,1.0
22648,SDS011,11491,41.942,24.22,,2025-12-19,4.0,3.0
22660,SDS011,11497,52.222,21.246,,2025-12-19,6.0,2.0
22679,SDS011,11507,44.858,10.374,,2025-12-19,5.0,2.0
22711,SDS011,11523,50.39,8.072,,2025-12-19,2.0,2.0
22715,SDS011,11525,51.152,4.456,,2025-12-19,1.0,1.0
22754,SDS011,11544,42.02,23.094,,2025-12-19,4.0,3.0
22764,SDS011,11549,50.852,3.816,,2025-12-19,2.0,1.0
22778,SDS011,11556,51.194,3.8,,2025-12-19,2.0,1.0
22780,SDS011,11557,50.884,4.322,,2025-12-19,1.0,1.0
22786,SDS011,63134,52.02,4.714,,2025-12-19,1.0,1.0
22814,SDS011,11574,51.058,13.712,,2025-12-19,1.0,1.0
22826,SDS011,11580,52.562,13.418,,2025-12-19,1.0,1.0
22837,SDS011,11585,51.45,-0.24,,2025-12-19,1.0,1.0
22871,SDS011,11603,44.91,8.63,,2025-12-19,3.0,3.0
22894,SDS011,11614,52.494,6.976,,2025-12-19,1.0,1.0
22904,SDS011,11619,50.14,8.518,,2025-12-19,1.0,1.0
22907,SDS011,11620,50.05,8.69,,2025-12-19,1.0,1.0
22916,SDS011,11624,53.25,7.456,,2025-12-19,1.0,1.0
22922,SDS011,11627,51.322,22.816,,2025-12-19,3.0,2.0
22937,SDS011,11634,42.734,23.298,,2025-12-19,9.0,8.0
22955,SDS011,40888,48.148,11.526,,2025-12-19,1.0,1.0
22959,SDS011,11646,47.588904,1.328164,,2025-12-19,1.0,1.0
22963,SDS011,11648,49.306,6.934,,2025-12-19,1.0,1.0
22991,SDS011,12478,49.03111402,8.57109547,,2025-12-19,2.0,2.0
23009,SDS011,89779,49.990766,8.027833,,2025-12-19,2.0,2.0
23044,SDS011,11690,51.716,23.066,,2025-12-19,10.0,10.0
23046,SDS011,11691,51.462,6.902,,2025-12-19,1.0,1.0
23092,SDS011,18029,16.49172,102.832884,,2025-12-19,2.0,2.0
23113,SDS011,11726,50.122,8.832,,2025-12-19,2.0,1.0
23123,SDS011,11731,48.592,8.858,,2025-12-19,1.0,1.0
23129,SDS011,11734,51.046,13.778,,2025-12-19,1.0,2.0
23146,SDS011,11742,53.532,-1.478,,2025-12-19,1.0,1.0
23148,SDS011,11743,51.228,22.498,,2025-12-19,1.0,1.0
23155,SDS011,11746,50.876,4.246,,2025-12-19,1.0,1.0
23159,SDS011,11748,50.844,4.396,,2025-12-19,1.0,1.0
23163,SDS011,31429,42.674,23.35,,2025-12-19,10.0,10.0
23165,SDS011,11751,42.7,24.17,,2025-12-19,3.0,2.0
23175,SDS011,19910,42.652,23.332,,2025-12-19,2.0,2.0
23181,SDS011,11759,51.282,6.642,,2025-12-19,1.0,1.0
23187,SDS011,11762,59.878,17.686,,2025-12-19,1.0,1.0
23206,SDS011,11773,52.57,13.052,,2025-12-19,1.0,1.0
23222,SDS011,11780,13.904,100.62,,2025-12-19,2.0,2.0
23230,SDS011,11784,49.818,8.632,,2025-12-19,1.0,1.0
23236,SDS011,11787,52.018,8.57,,2025-12-19,1.0,1.0
23242,SDS011,11790,49.578,11.214,,2025-12-19,2.0,1.0
23250,SDS011,11794,49.73,10.088,,2025-12-19,1.0,1.0
23252,SDS011,11795,47.054,15.408,,2025-12-19,1.0,2.0
23260,SDS011,11799,47.74,-3.39,,2025-12-19,2.0,1.0
23288,SDS011,11813,50.834,4.28,,2025-12-19,1.0,1.0
23290,SDS011,11814,44.686,10.842,,2025-12-19,7.0,3.0
23304,SDS011,11821,51.456,8.844,,2025-12-19,4.0,5.0
23310,SDS011,83959,51.51,18.118,,2025-12-19,6.0,3.0
23317,SDS011,11831,55.918,37.746,,2025-12-19,1.0,1.0
23322,SDS011,11833,52.554,13.554,,2025-12-19,1.0,1.0
23334,SDS011,11839,48.598,8.87,,2025-12-19,1.0,1.0
23336,SDS011,11840,45.414,12.372,,2025-12-19,3.0,3.0
23338,SDS011,11841,49.368,20.962,,2025-12-19,2.0,1.0
23362,SDS011,11853,48.08,11.96,,2025-12-19,1.0,1.0
23376,SDS011,14353,46.07,13.222,,2025-12-19,1.0,1.0
23388,SDS011,11867,51.198,11.966,,2025-12-19,1.0,1.0
23390,SDS011,11868,45.606,5.302,,2025-12-19,1.0,1.0
23406,SDS011,11876,53.438,18.942,,2025-12-19,5.0,4.0
23410,SDS011,11878,51.774,7.22,,2025-12-19,1.0,1.0
23418,SDS011,11882,42.522,27.458,,2025-12-19,1.0,1.0
23490,SDS011,14683,50.038,8.078,,2025-12-19,2.0,2.0
23494,SDS011,80113,50.832,2.95,,2025-12-19,1.0,1.0
23496,SDS011,11925,48.122,11.56,,2025-12-19,1.0,1.0
23506,SDS011,11930,53.076,18.25,,2025-12-19,3.0,2.0
23510,SDS011,48740,48.32791011,-1.8407464,,2025-12-19,2.0,1.0
23517,SDS011,11935,50.878,4.392,,2025-12-19,1.0,1.0
23519,SDS011,11936,50.82,4.336,,2025-12-19,1.0,1.0
23539,SDS011,11947,50.81,4.394,,2025-12-19,1.0,1.0
23543,SDS011,11950,51.23,4.012,,2025-12-19,1.0,1.0
23561,SDS011,11959,49.418,8.728,,2025-12-19,1.0,1.0
23565,SDS011,22140,48.988,8.544,,2025-12-19,2.0,2.0
23567,SDS011,11962,50.838,4.43,,2025-12-19,1.0,1.0
23571,SDS011,65992,50.76948235,4.47363496,,2025-12-19,1.0,1.0
23573,SDS011,11965,53.64,10.05,,2025-12-19,1.0,1.0
23578,SDS011,11967,50.852,4.4,,2025-12-19,1.0,1.0
23588,SDS011,11972,48.078,11.876,,2025-12-19,1.0,1.0
23594,SDS011,11975,47.674,9.472,,2025-12-19,10.0,10.0
23614,SDS011,11985,49.404,7.734,,2025-12-19,1.0,1.0
23617,SDS011,18207,32.078,34.818,,2025-12-19,1.0,1.0
23628,SDS011,11991,57.15,-2.134,,2025-12-19,1.0,1.0
23632,SDS011,11993,48.748,9.166,,2025-12-19,1.0,1.0
23636,SDS011,11995,50.842,4.456,,2025-12-19,8.0,10.0
23658,SDS011,12006,42.666,23.326,,2025-12-19,1.0,1.0
23670,SDS011,12012,51.998,7.614,,2025-12-19,1.0,1.0
23676,SDS011,31493,49.058,12.19,,2025-12-19,10.0,2.0
23682,SDS011,24897,53.514,10.482,,2025-12-19,8.0,10.0
23702,SDS011,12030,50.376,8.762,,2025-12-19,1.0,1.0
23712,SDS011,12035,49.978,8.298,,2025-12-19,1.0,1.0
23714,SDS011,12036,50.858,4.472,,2025-12-19,1.0,1.0
23716,SDS011,22094,52.13,5.598,,2025-12-19,1.0,1.0
23718,SDS011,43322,52.23,5.702,,2025-12-19,10.0,10.0
23728,SDS011,12045,60.214,24.724,,2025-12-19,2.0,1.0
23730,SDS011,12046,44.702,10.622,,2025-12-19,2.0,2.0
23743,SDS011,12052,53.478,10.182,,2025-12-19,1.0,1.0
23745,SDS011,12053,48.878,9.632,,2025-12-19,1.0,1.0
23768,SDS011,12064,50.89,5.424,,2025-12-19,1.0,1.0
23782,SDS011,12071,50.85,4.446,,2025-12-19,1.0,1.0
23800,SDS011,12081,48.614,10.226,,2025-12-19,2.0,2.0
23802,SDS011,12082,51.786,6.018,,2025-12-19,1.0,1.0
23826,SDS011,12094,50.822,4.376,,2025-12-19,1.0,1.0
23866,SDS011,12114,53.404,-1.502,,2025-12-19,1.0,1.0
23882,SDS011,12122,50.808,5.226,,2025-12-19,1.0,1.0
23898,SDS011,20544,50.018,20.01,,2025-12-19,6.0,5.0
23962,SDS011,12528,52.24693894,16.85912132,,2025-12-19,10.0,10.0
23964,SDS011,12529,52.2353609,16.83778167,,2025-12-19,10.0,6.0
23972,SDS011,12525,52.24237791,16.84660077,,2025-12-19,7.0,3.0
23982,SDS011,12182,52.2065534,16.82637691,,2025-12-19,3.0,2.0
23986,SDS011,89602,52.126,5.596,,2025-12-19,2.0,1.0
23988,SDS011,74667,52.136,5.592,,2025-12-19,1.0,1.0
23990,SDS011,12205,50.6,4.608,,2025-12-19,1.0,1.0
24048,SDS011,12250,50.956,4.746,,2025-12-19,1.0,1.0
24052,SDS011,24044,55.85087151,37.5752458,,2025-12-19,1.0,1.0
24090,SDS011,12272,52.426,17.1,,2025-12-19,2.0,2.0
24107,SDS011,12280,51.362,6.694,,2025-12-19,1.0,1.0
24145,SDS011,12308,50.948,4.706,,2025-12-19,10.0,10.0
24151,SDS011,12311,50.866,4.332,,2025-12-19,1.0,1.0
24153,SDS011,12312,53.362,-1.518,,2025-12-19,1.0,1.0
24157,SDS011,12316,50.904,4.2,,2025-12-19,1.0,1.0
24159,SDS011,62385,41.594,23.808,,2025-12-19,2.0,1.0
24163,SDS011,12319,49.204,8.116,,2025-12-19,1.0,1.0
24173,SDS011,12324,48.146,11.502,,2025-12-19,1.0,1.0
24197,SDS011,12341,50.96144066,16.35353297,,2025-12-19,1.0,1.0
24206,SDS011,12351,52.284,9.16,,2025-12-19,1.0,1.0
24216,SDS011,12356,49.386,8.688,,2025-12-19,1.0,1.0
24229,SDS011,12362,50.004,8.006,,2025-12-19,1.0,1.0
24233,SDS011,12365,43.554,1.388,,2025-12-19,2.0,1.0
24259,SDS011,12384,48.112,18.418,,2025-12-19,2.0,2.0
24261,SDS011,12385,51.412,5.54,,2025-12-19,1.0,1.0
24273,SDS011,12392,42.678,23.38,,2025-12-19,10.0,10.0
24277,SDS011,12394,42.692,23.314,,2025-12-19,10.0,8.0
24327,SDS011,12449,52.44870603,9.99789387,,2025-12-19,1.0,1.0
24335,SDS011,75016,52.4,16.88,,2025-12-19,2.0,1.0
24337,SDS011,12457,50.832,4.346,,2025-12-19,2.0,1.0
24373,SDS011,12498,50.88,12.096,,2025-12-19,1.0,1.0
24383,SDS011,12504,52.87,8.798,,2025-12-19,1.0,1.0
24389,SDS011,12510,56.468,-3.004,,2025-12-19,1.0,1.0
24391,SDS011,78765,49.812,11.582,,2025-12-19,2.0,2.0
24411,SDS011,12544,46.76,15.942,,2025-12-19,3.0,1.0
24443,SDS011,13346,50.984,5.822,,2025-12-19,1.0,1.0
24483,SDS011,12643,51.62,7.548,,2025-12-19,1.0,1.0
24485,SDS011,13449,49.374,8.584,,2025-12-19,1.0,1.0
24497,SDS011,51425,51.46919815,9.89431575,,2025-12-19,1.0,1.0
24499,SDS011,12663,51.964115,8.927204,,2025-12-19,1.0,1.0
24503,SDS011,12667,50.8710007,6.662848,,2025-12-19,1.0,1.0
24511,SDS011,12672,53.55736848,8.09429795,,2025-12-19,2.0,3.0
24517,SDS011,12678,51.336,12.406,,2025-12-19,1.0,1.0
24549,SDS011,12714,50.80034761,6.47753209,,2025-12-19,10.0,10.0
24557,SDS011,12726,49.148,8.582,,2025-12-19,1.0,1.0
24559,SDS011,12727,49.934,8.656,,2025-12-19,1.0,1.0
24567,SDS011,12731,52.182,8.716,,2025-12-19,1.0,1.0
24571,SDS011,85594,48.21749886,15.4824996,,2025-12-19,1.0,1.0
24573,SDS011,12736,50.6974057,4.0415543,,2025-12-19,1.0,1.0
24583,SDS011,12741,42.72694123,23.33974584,,2025-12-19,4.0,3.0
24585,SDS011,12743,52.262,6.172,,2025-12-19,1.0,1.0
24601,SDS011,12752,50.9642355,11.00728904,,2025-12-19,1.0,1.0
24607,SDS011,12757,56.90505695,24.10282105,,2025-12-19,1.0,1.0
24617,SDS011,12762,51.73,5.356,,2025-12-19,1.0,1.0
24625,SDS011,30209,57.6487279,12.0083522,,2025-12-19,2.0,1.0
24631,SDS011,59977,48.782,9.19,,2025-12-19,1.0,1.0
24635,SDS011,12772,49.794,10.024,,2025-12-19,1.0,1.0
24640,SDS011,12776,49.56569902,9.70025986,,2025-12-19,6.0,3.0
24644,SDS011,12780,45.502,9.146,,2025-12-19,6.0,3.0
24677,SDS011,12800,53.094,8.778,,2025-12-19,1.0,1.0
24679,SDS011,12801,42.6853,23.2932,,2025-12-19,10.0,10.0
24681,SDS011,12802,53.39,-2.328,,2025-12-19,1.0,1.0
24685,SDS011,12804,51.176,4.452,,2025-12-19,1.0,1.0
24713,SDS011,12820,51.58,5.01,,2025-12-19,2.0,2.0
24715,SDS011,12822,50.124,8.678,,2025-12-19,1.0,1.0
24727,SDS011,12830,50.92973895,4.54397954,,2025-12-19,1.0,1.0
24729,SDS011,12832,52.392,13.066,,2025-12-19,1.0,1.0
24749,SDS011,12857,49.11846717,8.20580274,,2025-12-19,1.0,1.0
24757,SDS011,26585,43.98717965,22.86772817,,2025-12-19,10.0,10.0
24761,SDS011,12865,51.934,10.33,,2025-12-19,1.0,1.0
24787,SDS011,12883,52.662,5.196,,2025-12-19,1.0,1.0
24801,SDS011,12898,50.52,12.152,,2025-12-19,1.0,1.0
24803,SDS011,12899,50.13632166,11.01164281,,2025-12-19,2.0,2.0
24805,SDS011,12900,48.17693397,-1.65567666,,2025-12-19,2.0,1.0
24807,SDS011,12901,52.48102585,16.85423166,,2025-12-19,2.0,2.0
24809,SDS011,12902,49.41770717,10.96326917,,2025-12-19,2.0,2.0
24813,SDS011,12904,50.088,11.414,,2025-12-19,1.0,1.0
24815,SDS011,12905,51.9554076,5.8407074,,2025-12-19,1.0,1.0
24831,SDS011,12913,47.59642568,10.56338936,,2025-12-19,1.0,1.0
24833,SDS011,12914,43.702,22.862,,2025-12-19,3.0,3.0
24847,SDS011,12923,51.163532,6.85699,,2025-12-19,1.0,1.0
24857,SDS011,12935,50.782,6.074,,2025-12-19,10.0,10.0
24867,SDS011,12941,48.698,9.31,,2025-12-19,2.0,1.0
24871,SDS011,12944,48.1058667,-1.6952849,,2025-12-19,1.0,1.0
24873,SDS011,12945,42.648,23.37,,2025-12-19,6.0,3.0
24895,SDS011,12956,48.64882775,11.53580815,,2025-12-19,1.0,1.0
24897,SDS011,12957,49.434,8.684,,2025-12-19,1.0,1.0
24901,SDS011,31328,51.402,0.016,,2025-12-19,1.0,1.0
24995,SDS011,13016,52.162,21.034,,2025-12-19,3.0,2.0
24999,SDS011,40803,48.013987,7.850195,,2025-12-19,1.0,1.0
25001,SDS011,13019,57.68171831,11.97010875,,2025-12-19,2.0,1.0
25031,SDS011,13901,52.1509178,4.4989213,,2025-12-19,1.0,1.0
25045,SDS011,13044,49.304,12.84,,2025-12-19,2.0,1.0
25049,SDS011,13046,49.814,9.918,,2025-12-19,3.0,4.0
25057,SDS011,13057,50.978,11.034,,2025-12-19,1.0,1.0
25073,SDS011,13066,52.042,5.648,,2025-12-19,1.0,1.0
25091,SDS011,13082,52.374,4.946,,2025-12-19,1.0,1.0
25111,SDS011,13092,51.996,4.458,,2025-12-19,3.0,4.0
25119,SDS011,13100,52.6910311,5.2268024,,2025-12-19,1.0,1.0
25125,SDS011,13106,50.808,5.67,,2025-12-19,1.0,1.0
25129,SDS011,13308,50.86,13.664,,2025-12-19,1.0,1.0
